area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_numeric,price_per_sqft,area_type_encoded
Super built-up  Area,19-Dec,Yelahanka,2 BHK,Goues A,1040,2.0,1.0,48.86,2.0,1040.0,4698.076923076923,3
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,Unknown,1060,2.0,1.0,48.5,2.0,1060.0,4575.471698113208,3
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Unknown,1240,2.0,1.0,44.3,2.0,1240.0,3572.5806451612902,3
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500,5.0,2.0,450.0,4.0,3500.0,12857.142857142857,3
Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,Unknown,42000,8.0,3.0,175.0,9.0,42000.0,416.6666666666667,3
Super built-up  Area,20-Dec,Varthur,2 BHK,Myple M,1070,2.0,2.0,46.0,2.0,1070.0,4299.065420560748,3
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1253,2.0,1.0,65.8,2.0,1253.0,5251.3966480446925,0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Srmesun,1190,2.0,2.0,60.0,2.0,1190.0,5042.016806722689,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1312,2.0,2.0,55.0,2.0,1312.0,4192.073170731707,3
Built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,750,2.0,0.0,40.0,2.0,750.0,5333.333333333333,0
Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1615,3.0,2.0,115.0,3.0,1615.0,7120.743034055728,0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1095,2.0,1.0,60.0,2.0,1095.0,5479.45205479452,0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gotis A,1745,3.0,3.0,100.0,3.0,1745.0,5730.659025787965,3
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Unknown,1050,2.0,2.0,52.5,2.0,1050.0,5000.0,3
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,Unknown,2080,4.0,2.0,440.0,4.0,2080.0,21153.846153846152,2
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,44.6,2.0,1220.0,3655.7377049180327,3
Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Sonumy ,1793,3.0,2.0,98.0,3.0,1793.0,5465.699944227552,3
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1100,1.0,2.0,45.0,2.0,1100.0,4090.909090909091,3
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Covelrs,1385,2.0,3.0,65.0,2.0,1385.0,4693.140794223827,3
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Unknown,1200,2.0,2.0,45.0,2.0,1200.0,3750.0,3
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,2017,2.0,2.0,125.0,3.0,2017.0,6197.322756569162,3
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,400,1.0,1.0,10.0,1.0,400.0,2500.0,3
Super built-up  Area,18-Apr,Bellandur,3 BHK,Unknown,1400,2.0,2.0,44.81,3.0,1400.0,3200.714285714286,3
Super built-up  Area,Ready To Move,Bethel Nagar,2 BHK,Saaveir,960,2.0,1.0,33.0,2.0,960.0,3437.5,3
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.0,2.0,1125.0,4177.777777777777,3
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Javasi ,1551,2.0,2.0,60.0,3.0,1551.0,3868.4719535783365,3
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Unknown,1246,2.0,1.0,67.4,2.0,1246.0,5409.309791332264,3
Built-up  Area,18-Apr,Whitefield,4 BHK,Unknown,3200,4.0,3.0,224.0,4.0,3200.0,7000.0,0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,SrncyRe,1060,2.0,1.0,48.0,2.0,1060.0,4528.301886792453,3
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1384,2.0,2.0,59.0,2.0,1384.0,4263.005780346821,3
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,23.0,2.0,620.0,3709.6774193548385,3
Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1005,2.0,1.0,39.77,2.0,1005.0,3957.213930348259,3
Plot  Area,Ready To Move,Sarakki Nagar,3 Bedroom,Unknown,1200,3.0,2.0,128.0,3.0,1200.0,10666.666666666666,2
Built-up  Area,Ready To Move,Kirloskar Layout,3 BHK,Unknown,1400,3.0,2.0,35.0,3.0,1400.0,2500.0,0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,2400,3.0,3.0,88.0,3.0,2400.0,3666.6666666666665,3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1096,2.0,1.0,39.0,2.0,1096.0,3558.394160583942,3
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Unknown,1180,1.0,0.0,50.0,2.0,1180.0,4237.28813559322,3
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Unknown,1300,2.0,1.0,47.0,3.0,1300.0,3615.3846153846152,3
Plot  Area,18-Apr,tc.palya,2 Bedroom,Unknown,1020,2.0,1.0,62.0,2.0,1020.0,6078.431372549019,2
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,Unknown,600,2.0,0.0,35.0,2.0,600.0,5833.333333333333,2
Super built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3563,6.0,1.0,310.0,4.0,3563.0,8700.533258490037,3
Super built-up  Area,Ready To Move,Konanakunte Cross,2 BHK,Unknown,1165,2.0,2.0,47.0,2.0,1165.0,4034.3347639484978,3
Super built-up  Area,18-Mar,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,100.0,3.0,1685.0,5934.718100890208,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3.0,3.0,53.56,3.0,1580.0,3389.8734177215188,3
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1210,2.0,1.0,83.0,2.0,1210.0,6859.504132231405,3
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,DSOakil,1030,1.0,2.0,25.75,2.0,1030.0,2500.0,3
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,Unknown,1100,2.0,2.0,43.5,2.0,1100.0,3954.5454545454545,0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,3.0,1255.0,6189.641434262949,3
Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1482,3.0,2.0,86.0,3.0,1482.0,5802.968960863698,3
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1344,2.0,1.0,108.0,2.0,1344.0,8035.714285714285,3
Super built-up  Area,18-Jun,Kothannur,3 BHK,Unknown,1275,2.0,2.0,39.8,3.0,1275.0,3121.56862745098,3
Plot  Area,Ready To Move,Vidyaranyapura,3 Bedroom,Unknown,462,3.0,2.0,38.0,3.0,462.0,8225.108225108224,2
Super built-up  Area,Ready To Move,Omarbagh Layout,4 BHK,SNtua S,3300,5.0,3.0,318.0,4.0,3300.0,9636.363636363636,3
Super built-up  Area,Ready To Move,Panathur,2 BHK,Unknown,1210,2.0,2.0,85.0,2.0,1210.0,7024.793388429752,3
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1532,3.0,2.0,98.13,3.0,1532.0,6405.352480417754,3
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1245,2.0,2.0,110.0,2.0,1245.0,8835.341365461847,3
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,MaentNa,1212,2.0,2.0,50.0,2.0,1212.0,4125.412541254125,3
Super built-up  Area,18-Oct,Sarjapur  Road,2 BHK,Unknown,1230,2.0,1.0,65.0,2.0,1230.0,5284.552845528456,3
Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,Unknown,1000,5.0,2.0,180.0,5.0,1000.0,18000.0,2
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3.0,2.0,159.0,3.0,2257.0,7044.749667700487,3
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Unknown,1246,2.0,1.0,65.4,2.0,1246.0,5248.796147672553,3
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1080,2.0,2.0,41.0,2.0,1080.0,3796.296296296296,3
Plot  Area,Ready To Move,Kannur,6 Bedroom,Unknown,3Cents,6.0,3.0,75.0,6.0,,,2
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1360,2.0,3.0,85.0,3.0,1360.0,6250.0,3
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Unknown,1260,2.0,2.0,47.88,2.0,1260.0,3800.0,3
Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,Unknown,1200,3.0,0.0,110.0,4.0,1200.0,9166.666666666666,0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0,2.0,1418.0,7334.273624823695,3
Plot  Area,Ready To Move,anjananager magdi road,3 Bedroom,Unknown,1200,3.0,1.0,165.0,3.0,1200.0,13750.0,2
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Unknown,950,2.0,1.0,39.0,2.0,950.0,4105.263157894737,3
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1020,2.0,2.0,55.0,2.0,1020.0,5392.156862745098,3
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.44,3.0,1400.0,2888.5714285714284,3
Plot  Area,Ready To Move,Kodipalya,4 Bedroom,Unknown,1440,4.0,0.0,88.0,4.0,1440.0,6111.111111111111,2
Super built-up  Area,18-Sep,KR Puram,3 BHK,MCnexva,1310 - 1615,2.0,2.0,62.81,3.0,1462.5,4294.7008547008545,3
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,69.0,2.0,1175.0,5872.340425531915,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,40.17,2.0,1185.0,3389.8734177215188,3
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3 BHK,GRvasth,2250,3.0,1.0,113.0,3.0,2250.0,5022.222222222223,3
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,S2kaaan,1178,2.0,2.0,40.43,2.0,1178.0,3432.088285229202,3
Super built-up  Area,Ready To Move,Ulsoor,4 BHK,Roale D,36000,4.0,2.0,450.0,4.0,36000.0,1250.0,3
Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1.0,1.0,44.9,1.0,825.0,5442.424242424242,3
Super built-up  Area,18-May,Madiwala,3 BHK,Unknown,1250,3.0,2.0,43.0,3.0,1250.0,3440.0,3
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.12,2.0,2.0,55.0,2.0,1113.12,4941.066551674573,3
Super built-up  Area,Ready To Move,2nd Block Jayanagar,3 BHK,SaignSo,1718,3.0,3.0,223.0,3.0,1718.0,12980.209545983702,3
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srncyla,1010,2.0,1.0,35.0,2.0,1010.0,3465.3465346534654,3
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0,2.0,900.0,4555.555555555556,3
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,Unknown,1500,4.0,3.0,240.0,4.0,1500.0,16000.0,2
Plot  Area,Ready To Move,Rayasandra,1 Bedroom,Unknown,540,1.0,1.0,16.5,1.0,540.0,3055.5555555555557,2
Super built-up  Area,18-May,Electronic City,2 BHK,Unknown,1020,2.0,2.0,29.46,2.0,1020.0,2888.235294117647,3
Super built-up  Area,18-Jun,Hosur Road,2 BHK,PuendWe,1194,2.0,1.0,71.64,2.0,1194.0,6000.0,3
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,Unknown,600,4.0,2.0,100.0,3.0,600.0,16666.666666666668,2
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,67.15,2.0,1108.0,6060.469314079423,3
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,451.0,4.0,3895.0,11578.947368421053,0
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,34.99,2.0,700.0,4998.571428571428,3
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1600,3.0,3.0,68.0,3.0,1600.0,4250.0,3
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Unknown,1850,3.0,2.0,90.0,3.0,1850.0,4864.864864864865,3
Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,Unknown,600,1.0,1.0,43.0,1.0,600.0,7166.666666666667,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,49.27,2.0,1140.0,4321.929824561404,3
Super built-up  Area,Ready To Move,CQAL Layout,3 BHK,Unknown,1200,2.0,2.0,75.0,3.0,1200.0,6250.0,3
Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,985,2.0,1.0,55.0,2.0,985.0,5583.756345177665,3
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,982,2.0,2.0,55.0,2.0,982.0,5600.814663951121,3
Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,NaensGa,600,1.0,0.0,20.0,1.0,600.0,3333.3333333333335,0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,5.0,1.0,142.0,3.0,2640.0,5378.787878787879,3
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1314,2.0,2.0,68.8,2.0,1314.0,5235.920852359209,3
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,Unknown,1700,2.0,2.0,68.5,3.0,1700.0,4029.4117647058824,3
Super built-up  Area,18-May,1st Phase JP Nagar,2 BHK,Inntsth,1077,2.0,2.0,93.0,2.0,1077.0,8635.097493036212,3
Built-up  Area,Ready To Move,Chandapura,4 Bedroom,MRowsea,1782 - 2000,2.0,2.0,66.165,4.0,1891.0,3498.942358540455,0
Super built-up  Area,Ready To Move,Varanasi,5 BHK,Unknown,2000,4.0,1.0,99.0,5.0,2000.0,4950.0,3
Super built-up  Area,Ready To Move,DUO Layout,3 BHK,Viockit,1643,3.0,2.0,75.0,3.0,1643.0,4564.820450395618,3
Plot  Area,Ready To Move,Kengeri,3 Bedroom,Unknown,1200,3.0,1.0,67.0,3.0,1200.0,5583.333333333333,2
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,1.0,51.91,2.0,1116.0,4651.433691756272,3
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2.0,1.0,41.82,2.0,1020.0,4100.0,3
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1740,3.0,2.0,55.0,3.0,1740.0,3160.919540229885,0
Super built-up  Area,18-May,GM Palaya,2 BHK,Unknown,1225,2.0,2.0,47.0,2.0,1225.0,3836.734693877551,3
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,61.0,3.0,1241.0,4915.390813859791,0
Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1041,2.0,2.0,40.6,2.0,1041.0,3900.0960614793466,3
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2.0,2.0,46.0,2.0,1050.0,4380.952380952381,3
Super built-up  Area,18-Mar,Srinivas Colony,3 BHK,Unknown,4400,3.0,1.0,901.0,3.0,4400.0,20477.272727272728,3
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1309,2.0,3.0,64.39,2.0,1309.0,4919.022154316272,3
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,Unknown,1128,2.0,2.0,45.0,2.0,1128.0,3989.3617021276596,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,7 ise P,1430,2.0,1.0,50.0,3.0,1430.0,3496.5034965034965,3
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1065,2.0,1.0,47.86,2.0,1065.0,4493.896713615023,3
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,Unknown,1085,2.0,1.0,64.0,2.0,1085.0,5898.617511520737,3
Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,Unknown,750,1.0,1.0,30.0,1.0,750.0,4000.0,2
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,981,2.0,2.0,37.28,2.0,981.0,3800.2038735983692,3
Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1548.3,4.0,1.0,129.0,4.0,1548.3,8331.71865917458,1
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,Goateds,2302,4.0,2.0,300.0,4.0,2302.0,13032.145960034752,3
Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,Unknown,1410,2.0,2.0,60.0,3.0,1410.0,4255.31914893617,0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1525.84,3.0,1.0,117.0,3.0,1525.84,7667.90751323861,3
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,42.6,2.0,1200.0,3550.0,3
Built-up  Area,Ready To Move,Sampangi Rama Nagar,2 BHK,Unknown,1030,2.0,2.0,80.0,2.0,1030.0,7766.9902912621355,0
Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1160,2.0,1.0,33.5,2.0,1160.0,2887.9310344827586,0
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,1.0,49.0,2.0,918.0,5337.690631808279,0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,90.0,3.0,1255.0,7171.314741035857,3
Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,Unknown,1200,6.0,3.0,250.0,6.0,1200.0,20833.333333333332,2
Built-up  Area,Ready To Move,JP Nagar,3 BHK,Unknown,1150,2.0,2.0,49.9,3.0,1150.0,4339.130434782609,0
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Unknown,2700,3.0,2.0,324.0,3.0,2700.0,12000.0,3
Built-up  Area,18-Mar,Moodalapalya,2 BHK,Unknown,1150,2.0,2.0,69.0,2.0,1150.0,6000.0,0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1227,2.0,2.0,53.49,2.0,1227.0,4359.413202933985,3
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,3.0,1255.0,6189.641434262949,3
Plot  Area,Ready To Move,Moodalapalya,6 Bedroom,Unknown,840,8.0,0.0,120.0,6.0,840.0,14285.714285714286,2
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1198,2.0,1.0,82.0,2.0,1198.0,6844.741235392321,3
Built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,188.89Sq. Yards,3.0,1.0,180.0,3.0,,,0
Built-up  Area,Ready To Move,Nelamangala,4 Bedroom,V2gesre,2600,3.0,1.0,95.0,4.0,2600.0,3653.846153846154,0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,139.0,3.0,2072.0,6708.494208494209,3
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,797,2.0,1.0,32.0,2.0,797.0,4015.056461731493,3
Built-up  Area,Ready To Move,Nayandanahalli,3 BHK,Rarelt ,1350,2.0,3.0,68.0,3.0,1350.0,5037.037037037037,0
Built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,EsniaGa,2500,4.0,2.0,200.0,4.0,2500.0,8000.0,0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,160.0,3.0,2215.0,7223.476297968397,3
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,1.0,525.0,5714.285714285715,3
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,Unknown,2700,4.0,3.0,260.0,4.0,2700.0,9629.62962962963,3
Super built-up  Area,Ready To Move,Gokaula Extension,3 BHK,Unknown,1500,2.0,1.0,90.0,3.0,1500.0,6000.0,3
Plot  Area,Ready To Move,Subash Nagar,2 Bedroom,Unknown,900,2.0,0.0,55.0,2.0,900.0,6111.111111111111,2
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,Unknown,1355,2.0,3.0,58.27,3.0,1355.0,4300.369003690037,3
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Unknown,1465,2.0,2.0,49.81,3.0,1465.0,3400.0,3
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,SVoutow,1006,2.0,1.0,57.0,2.0,1006.0,5666.003976143141,2
Built-up  Area,Ready To Move,Vishveshwarya Layout,4 BHK,Unknown,2000,4.0,1.0,75.0,4.0,2000.0,3750.0,0
Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.7,2.0,1128.0,5824.468085106383,3
Built-up  Area,Ready To Move,Pattanagere,2 BHK,Unknown,850,2.0,0.0,35.0,2.0,850.0,4117.64705882353,0
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Shhin S,1310,2.0,3.0,68.0,3.0,1310.0,5190.839694656489,3
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1390,2.0,2.0,86.0,2.0,1390.0,6187.050359712231,3
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Unknown,1390,2.0,2.0,76.45,3.0,1390.0,5500.0,3
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Cearuy ,1170,2.0,1.0,33.0,2.0,1170.0,2820.5128205128203,3
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Apentir,1385,2.0,2.0,50.0,3.0,1385.0,3610.1083032490974,3
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Unknown,1160,2.0,1.0,42.0,2.0,1160.0,3620.689655172414,3
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.5,2.0,1160.0,2887.9310344827586,3
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1200,2.0,2.0,69.0,3.0,1200.0,5750.0,3
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,3Codeli,1475,2.0,2.0,55.0,2.0,1475.0,3728.813559322034,3
Built-up  Area,20-Jul,Sarjapur  Road,3 Bedroom,NVdenic,1939,3.0,0.0,98.0,3.0,1939.0,5054.151624548736,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,850,2.0,2.0,42.0,2.0,850.0,4941.176470588235,0
Built-up  Area,17-May,Balagere,1 BHK,Soresea,675,1.0,1.0,45.0,1.0,675.0,6666.666666666667,0
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,51.0,2.0,1060.0,4811.320754716981,0
Super built-up  Area,18-Jun,Whitefield,2 BHK,SSdhimr,1235,2.0,2.0,47.0,2.0,1235.0,3805.668016194332,3
Plot  Area,18-May,RTO ullalu,2 Bedroom,Unknown,600,4.0,1.0,110.0,2.0,600.0,18333.333333333332,2
Super built-up  Area,Ready To Move,Austin Town,2 BHK,Unknown,1250,2.0,1.0,60.0,2.0,1250.0,4800.0,3
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Ajacea ,1460,2.0,3.0,70.0,2.0,1460.0,4794.520547945205,3
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1690,3.0,2.0,85.0,3.0,1690.0,5029.585798816568,3
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850,1.0,2.0,57.0,1.0,850.0,6705.882352941177,0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,82.0,3.0,1843.0,4449.267498643516,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,117.0,3.0,1680.0,6964.285714285715,0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,84.0,2.0,1047.0,8022.9226361031515,3
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Unknown,1100,2.0,2.0,35.0,2.0,1100.0,3181.818181818182,3
Plot  Area,Ready To Move,Indira Nagar,8 Bedroom,Unknown,3250,8.0,1.0,600.0,8.0,3250.0,18461.53846153846,2
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Unknown,1120,2.0,3.0,53.0,2.0,1120.0,4732.142857142857,3
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Shmai D,1095,2.0,2.0,38.33,2.0,1095.0,3500.4566210045664,3
Super built-up  Area,19-Oct,Carmelaram,2 BHK,Unknown,970,2.0,2.0,35.0,2.0,970.0,3608.2474226804125,3
Built-up  Area,Ready To Move,Hosa Road,3 BHK,Saowsou,1100,2.0,3.0,85.0,3.0,1100.0,7727.272727272727,0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1685,3.0,2.0,85.0,3.0,1685.0,5044.510385756676,3
Built-up  Area,Ready To Move,Doddanekundi,2 BHK,Unknown,1148,2.0,1.0,59.0,2.0,1148.0,5139.3728222996515,0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,Palanla,1050,2.0,1.0,65.0,2.0,1050.0,6190.476190476191,0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,76.0,3.0,1465.0,5187.713310580205,3
Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fencyes,3401,5.0,2.0,230.0,4.0,3401.0,6762.7168479858865,2
Built-up  Area,17-Dec,Electronic City,1 BHK,Prarkun,630,1.0,1.0,60.0,1.0,630.0,9523.809523809523,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,3.0,1850.0,8108.108108108108,3
Plot  Area,Ready To Move,Vidyaranyapura,9 Bedroom,Unknown,1200,9.0,2.0,175.0,9.0,1200.0,14583.333333333334,2
Built-up  Area,Ready To Move,Cottonpet,4 Bedroom,Unknown,1750,2.0,1.0,225.0,4.0,1750.0,12857.142857142857,0
Built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1350,3.0,1.0,60.0,3.0,1350.0,4444.444444444444,0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,160.0,3.0,1760.0,9090.90909090909,3
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,185.0,2.0,1440.0,12847.222222222223,3
Super built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,SrentAp,1200,2.0,0.0,42.0,2.0,1200.0,3500.0,3
Built-up  Area,Ready To Move,Hennur Bande,2 BHK,Matrai ,1100,2.0,1.0,78.0,2.0,1100.0,7090.909090909091,0
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Unknown,1140,2.0,2.0,46.0,2.0,1140.0,4035.0877192982457,0
Super built-up  Area,19-Aug,Hormavu,3 BHK,DSapete,1469 - 1766,3.0,0.0,73.595,3.0,1617.5,4549.922720247295,3
